"Fornecedor";"Contratante";"Número do Contrato";"Objeto do Contrato";"Início da Vigência";"Fim da Vigência";"Data da Assinatura";"Valor do Contrato";"Valor é porcentagem?";
"MODERNA HOSPITALAR COMERCIO DE MATERIAIS MEDICOS E ORTOPEDICOS LTDA";"Instituto Candida Vargas";"232892021";"AQUISICAO DE SERINGAS DESCARTAVEIS";"";"2021-12-31";"2021-07-26";"32100.0";"0";
"RSN INCORPORACAO E ENGENHARIA LTDA";"Secretaria Municipal de Saude";"107222020";"CONTRATACAO DE EMPRESA ESPECIALIZADA PARA EXECUTAR A ADEQUACAO PARA IMPLANTACAO DA SALA DE TOMOGRAFIA NO HOSPITAL MUNICIPAL SANTA ISABEL.";"2021-07-23";"2021-09-21";"2021-07-23";"0.0";"0";
"MEGA SOLUCOES CIENTIFICA E LOCACAO LTDA";"Secretaria Municipal de Saude";"109222019";"CONTRATACAO DE EMPRESA ESPECIALIZADA PARA MANUTENCAO PREVENTIVA E CORRETIVA EM AUTOCLAVES DA REDE MUNICIPAL DE SAUDE";"2021-07-21";"2022-07-22";"2021-07-09";"0.0";"0";
"IBF - INDUSTRIA BRASILEIRA DE FILMES S/A.";"Secretaria Municipal de Saude";"106332021";"SISTEMA DE REGISTRO DE PRECOS PARA A AQUISICAO DE MATERIAL RADIOLOGICO PARA ATENDER A REDE HOSPITALAR, UPAS E POLICLINICAS.";"2021-07-29";"2021-12-31";"2021-07-27";"234032.5";"0";
"TUTTO LIMP DISTRIBUIDORA LTDA";"Secretaria de Educacao";"090082021";"REGISTRO DE PRECOS PARA EVENTUAL AQUISICAO DE HIPOCLORITO DE SODIO CONCENTRADO ENTRE 8,5% A 12%, EM ATENDIMENTO AS UNIDADES DE ENSINO DA SECRETARIA DE EDUCACAO E CULTURA DO MUNICIPIO DE JOAO PESSOA.";"2021-07-12";"2021-12-31";"2021-07-12";"43789.2";"0";
"LL LIVROS EIRELI";"Secretaria de Educacao";"090092021";"REGISTRO DE PRECOS PARA EVENTUAL AQUISICAO DE QUANTITATIVO COMPLEMENTAR E INSTALACAO DE LOUSA DE VIDRO TEMPERADO, EM ATENDIMENTO AS UNIDADES DE ENSINO DA SECRETARIA DE EDUCACAO E CULTURA DO MUNICIPIO DE JOAO PESSOA.";"2021-07-16";"2021-12-31";"2021-07-16";"54180.0";"0";
"Construtora Econ Empreendimentos e Construcoes Ltda";"Secretaria Municipal de Saude";"105432020";"CONTRATACAO DE EMPRESA ESPECIALIZADA PARA RECUPERACAO DO ANTIGO PRONTOCOR PARA ATENDER A PACIENTES ACOMETIDOS PELA PANDEMIA DO CORONAVIRUS (COVID 19)";"";"";"2021-07-14";"864398.25";"0";
"MAQ-LAREM MAQUINAS MOVEIS E EQUIPAMENTOS LTDA";"Secretaria de Planejamento";"040622017";"Prorrogacao por 12 dozemeses-Locacao de Impressora a laser monocromatico tipo multifuncional laser monocratica tipo III e multifuncional a laser colorida tipo VII destinado a Secretaria de Planejamento -SEPLAN";"2021-06-30";"2022-06-29";"2021-06-29";"111600.0";"0";
"ENGELTECH ELEVADORES LTDA-ME";"Secretaria de Administracao";"044482021";"Prorrogacao por12 dozemesescontratacao de empresa especializada em manutencao corretiva e preventiva de elevadores com reposicao de pecas para atenderas necessidades do CAM.";"2021-07-21";"2022-07-20";"2021-07-27";"7167.6";"0";
"LUCIELMA MARIA OLIVEIRA DA SILVA";"Secretaria Municipal de Saude";"041212021";"Realinhamento do valor-para aquisicao de generos de alimentacao, para atenderas necessidades da Secretaria Municipal de Saude -SM";"2021-07-21";"2021-12-31";"2021-07-21";"1068840.0";"0";
"Joao Simoes do Carmo";"Instituto de Previdencia do Municipio";"0042021";"Contratacao de empresa especializada na prestacao de servicos de manutencao preventiva e corretiva dos equipamentos de ar-condicionado com reposicao de pecas.";"2021-07-26";"2021-12-31";"2021-07-26";"849.96";"0";
"LUCIELMA MARIA OLIVEIRA DA SILVA";"Secretaria de Desenvolvimento Social";"040862021";"Realinhamento do valor -para aquisicao de generos de alimentacao,para atender as necessidades da Secretaria de Desenvolvimento Social-SEDES";"2021-07-21";"2021-12-31";"2021-07-21";"228960.0";"0";
"AR RP CERTIFICACAO DIGITAL EIRELI";"Secretaria Municipal de Infraestrutura";"045032021";"Aquisicao de certificados digitaispara atender as necessidades da Secretaria de Infraestrutura SEINFRA";"2021-07-23";"2022-07-22";"2021-07-23";"141.84";"0";
"Raimundo Aldemar Fonseca Pires";"Instituto Candida Vargas";"045022021";"Aquisio de gneros de alimentao para atender as necessidades do Instituto Cndida VargasICV";"2021-07-24";"2021-12-31";"2021-07-21";"87403.46";"0";
"NORTE FRUT. LTDA";"Instituto Candida Vargas";"044992021";"Aquisio de gneros de alimentao para atender as necessidades do Instituto Cndida VargasICV.";"2021-07-23";"2021-12-31";"2021-07-23";"49747.48";"0";
"HORIZONTE COMERCIO EIRELI";"Instituto Candida Vargas";"044972021";"Aquisio de gneros de alimentao para atender as necessidades do Instituto Cndida VargasICV.";"2021-07-24";"2021-12-31";"2021-07-21";"8141.82";"0";
"DISTRIBUIDORA BRAZMAC LTDA";"Instituto Candida Vargas";"044952021";"Aquisio de gneros de alimentao para atender as necessidades do Instituto Cndida VargasICV.";"2021-07-23";"2021-12-31";"2021-07-23";"14306.0";"0";
"AR RP CERTIFICACAO DIGITAL EIRELI";"Superintendencia Executiva de Mobilidade Urbana";"044942021";"Aquisicao de certificados digitaispara atender as necessidades da Superintendncia Executiva de Mobilidade Urbana SEMOB-JP";"2021-07-23";"2022-07-22";"2021-07-23";"354.6";"0";
"AR RP CERTIFICACAO DIGITAL EIRELI";"Controladoria Geral do Municipio";"044932021";"Aquisicao de certificados digitaispara atender as necessidades da Controladoria Geraldo Municipio CGM.";"2021-07-23";"2022-07-22";"2021-07-23";"496.44";"0";
"BJ Comercio de Alimentos Ltda.EPP";"Secretaria de Educacao";"044922021";"Aquisio de gneros de alimentao para atender as necessidades da Secretaria de Educao e Cultura-SEDEC.";"2021-07-24";"2021-12-31";"2021-07-21";"6180.0";"0";
"NORTE FRUT. LTDA";"Autarquia Especial Municipal de Limpeza Urbana";"044912021";"Aquisio de gneros de alimentao para atender as necessidades da Autarquia Especial Municipal de Limpeza Urbana -EMLUR.";"2021-07-24";"2021-12-31";"2021-07-23";"23906.76";"0";
"MEGA MASTER COMERCIAL DE ALIMENTOS EIRELI,";"Autarquia Especial Municipal de Limpeza Urbana";"044902021";"Aquisio de gneros d alimentao para atender as necessidades da Autarquia Especial Municipal de Limpeza Urbana -EMLUR";"2021-07-24";"2021-12-31";"2021-07-21";"11230.88";"0";
"JAC COMERCIO DE PRODUTOS EIRELI";"Autarquia Especial Municipal de Limpeza Urbana";"044862021";"Aquisio de gneros de alimentao para atender as necessidades da Autarquia Especial Municipal de Limpeza Urbana -EMLUR.";"2021-07-24";"2021-12-31";"2021-07-23";"28886.0";"0";
"DISTRIBUIDORA FF ALIMENTOS";"Secretaria de Educacao";"044802021";"Aquisio de gneros de alimentao para atender as necessidades da Secretaria de Educao e Cultura-SEDEC";"2021-07-24";"2021-12-31";"2021-07-19";"14493.84";"0";
"Editora Grafica Meta Ltda.";"Secretaria de Desenvolvimento Urbano";"044772021";"Contratacao de empresa especializada na prestacao de servicos graficos,para atender as necessidades da Secretaria de Desenvolvimento Urbano -SEDURB.";"2021-07-20";"2022-07-19";"2021-07-20";"41377.51";"0";
"Datem Computadores";"Secretaria de Gestao Governamental e Chefia de Gabinete do Prefeito";"044632021";"Aquisicao de equipamento de informatica permanente,para atender as necessidades da Secretaria de Gestao Governamental-SEGGOV";"2021-07-24";"2021-12-31";"2021-07-21";"11460.0";"0";
"JOSE RONYELLY ABRANTES SILVA";"Secretaria de Juventude, Esporte e Recreacao";"044582021";"Contratacao de empresa especializada em fornecimento de alimentacao e lanchespara atender as necessidades da Secretaria de Juventude Esporte  Recreacao-SEJER.";"2021-07-24";"2021-12-31";"2021-07-21";"4718.0";"0";
"BJ Comercio de Alimentos Ltda.EPP";"Secretaria de Comunicacao Social";"043812021";"Aquisicao de agua mineralpara atender as necessidades da Secretaria de Comunicacao Social SECOM";"2021-07-24";"2021-12-31";"2021-07-22";"2355.0";"0";
"NOVO RUMO DISTRIBUIDORA DE ALIMENTOS EIRELI";"Instituto Candida Vargas";"045002021";"Aquisio de gneros de alimentao para atender as necessidades do Instituto Cndida VargasICV";"2021-07-24";"2021-12-31";"2021-07-23";"41461.87";"0";
"LUCIELMA MARIA OLIVEIRA DA SILVA";"Autarquia Especial Municipal de Limpeza Urbana";"044892021";"Aquisio de gneros de alimentao para atender as necessidades da Autarquia Especial Municipal de Limpeza Urbana -EMLUR.";"2021-07-24";"2021-12-31";"2021-07-21";"72376.0";"0";
"LUCIELMA MARIA OLIVEIRA DA SILVA";"Autarquia Especial Municipal de Limpeza Urbana";"044872021";"Aquisio de gneros de alimentaopara atender as necessidades da Autarquia Especial Municipal de Limpeza Urbana -EMLUR.";"2021-07-24";"2021-12-31";"2021-07-23";"30052.72";"0";
"FL COMERCIO ATACADISTA DE ARTIGOS DE USO PESSOAL E DOMESTICO EIRELI";"Fundacao Cultural de Joao Pessoa";"043392021";"Aquisicao de agua mineralpara atender as necessidades da Fundacao Cultural de Joao PessoaFUNJOPE";"2021-07-24";"2021-12-31";"2021-07-23";"2290.0";"0";
"Marcelo Soares de Oliveira";"Unidade Executora do Programa Joao Pessoa Sustentavel";"02021";"Contratacao de consultoria individual para elaboracao de estudos preliminares, diagnostico e termos de referencia para aquisicoes na area de tecnologia da informacao a UEP - Unidade Executora do Projeto de Desenvolvimento Urbano Integrado e Sustentavel do Municipio de Joao Pessoa/PB";"2021-07-22";"2022-03-22";"2021-07-15";"136729.13";"0";
"CS BRASIL FROTAS LTDA";"Secretaria de Desenvolvimento Social";"013102021";"Acrescimo  de  1667%  dezesseis  inteiros  e  sessenta  e  sete  centesimos  porcento  contratacao  de  empresa  especializada  na  prestacao  de  servico  de locacao  de veiculos com e sem inclusao de condutor para atender as necessidades da Secretaria de Desenvolvimento Social - SEDES.";"2021-04-14";"2022-04-14";"2021-07-30";"816.56";"0";
"AR RP CERTIFICACAO DIGITAL EIRELI";"Secretaria de Desenvolvimento Urbano";"045562021";"Aquisicao de certificados digitais para atender as necessidades da Secretaria de Desenvolvimento Urbano - SEDURB.";"2021-07-27";"2022-07-26";"2021-07-27";"1205.64";"0";
"Raimundo Aldemar Fonseca Pires";"Secretaria de Desenvolvimento Social";"045492021";"Aquisio   de   gneros   de   alimentao   para   atender   as   necessidades   da Secretaria de Desenvolvimento Social - SEDES.";"2021-07-31";"2021-12-31";"2021-07-28";"263385.0";"0";
"PANIFICADORA VASCONCELOS LTDA";"Secretaria de Desenvolvimento Social";"045482021";"Aquisio   de   gneros   de   alimentao   para   atender   as   necessidades   da Secretaria de Desenvolvimento Social - SEDES.";"2021-07-31";"2021-12-31";"2021-07-28";"53250.0";"0";
"NOVO RUMO DISTRIBUIDORA DE ALIMENTOS EIRELI";"Secretaria de Desenvolvimento Social";"045462021";"Aquisio   de   gneros   de   alimentao   para   atender   as   necessidades   da Secretaria de Desenvolvimento Social - SEDES.";"2021-07-31";"2021-12-31";"2021-07-28";"126250.0";"0";
"MEGA MASTER COMERCIAL DE ALIMENTOS EIRELI,";"Secretaria de Desenvolvimento Social";"045382021";"Aquisio   de   gneros   de   alimentao   para   atender   as   necessidades   da Secretaria de Desenvolvimento Social - SEDES.";"2021-07-31";"2021-12-31";"2021-07-27";"36385.0";"0";
"HORIZONTE COMERCIO EIRELI";"Secretaria de Educacao";"045362021";"Aquisio   de   gneros   de   alimentao   para   atender   as   necessidades   da Secretaria de Educao e Cultura- SEDEC";"2021-07-31";"2021-12-31";"2021-07-27";"68500.0";"0";
"Raimundo Aldemar Fonseca Pires";"Secretaria de Educacao";"045352021";"Aquisio   de   gneros   de   alimentao   para   atender   as   necessidades   da Secretaria de Educao e Cultura- SEDEC.";"2021-07-31";"2021-12-31";"2021-07-28";"109160.28";"0";
"Raimundo Aldemar Fonseca Pires";"Secretaria de Educacao";"045342021";"Aquisio   de   gneros   de   alimentao   para   atender   as   necessidades   da Secretaria de Educao e Cultura- SEDEC.";"2021-07-31";"2021-12-31";"2021-07-28";"110118.37";"0";
"NOVO RUMO DISTRIBUIDORA DE ALIMENTOS EIRELI";"Secretaria de Educacao";"045332021";"Aquisio   de   gneros   de   alimentao   para   atender   as   necessidades   da Secretaria de Educao e Cultura- SEDEC";"2021-07-31";"2021-12-31";"2021-07-27";"12896.0";"0";
"JAC COMERCIO DE PRODUTOS EIRELI";"Secretaria de Educacao";"045322021";"Aquisio   de   gneros   de   alimentao   para   atender   as   necessidades   da Secretaria de Educao e Cultura- SEDEC";"2021-07-31";"2021-12-31";"2021-07-27";"21570.68";"0";
"HORIZONTE COMERCIO EIRELI";"Secretaria de Educacao";"045312021";"Aquisio   de   gneros   de   alimentao   para   atender   as   necessidades   da Secretaria de Educao e Cultura- SEDEC";"2021-07-31";"2021-12-31";"2021-07-27";"4917.25";"0";
"DISTRIBUIDORA FF ALIMENTOS";"Secretaria de Educacao";"045302021";"Aquisio   de   gneros   de   alimentao   para   atender   as   necessidades   da Secretaria de Educao e Cultura- SEDEC";"2021-07-31";"2021-12-31";"2021-07-27";"14493.84";"0";
"BJ Comercio de Alimentos Ltda.EPP";"Secretaria de Educacao";"045282021";"Aquisio   de   gneros   de   alimentao   para   atender   as   necessidades   da Secretaria de Educao e Cultura- SEDEC";"2021-07-31";"2021-12-31";"2021-07-27";"6180.0";"0";
"JAC COMERCIO DE PRODUTOS EIRELI";"Secretaria de Desenvolvimento Social";"045272021";"Aquisio de gneros de alimentao para atender as necessidades da Secretaria de Desenvolvimento Social - SEDES";"2021-07-31";"2021-12-31";"2021-07-28";"59319.05";"0";
"HORIZONTE COMERCIO EIRELI";"Secretaria de Desenvolvimento Social";"045262021";"Aquisio   de   gneros   de   alimentao   para   atender   as   necessidades   da Secretaria de Desenvolvimento Social - SEDES.";"2021-07-31";"2021-12-31";"2021-07-28";"33102.5";"0";
"DISTRIBUIDORA FF ALIMENTOS";"Secretaria de Desenvolvimento Social";"045252021";"Aquisio   de   gneros   de   alimentao   para   atender   as   necessidades   da Secretaria de Desenvolvimento Social - SEDES";"2021-07-31";"2021-12-31";"2021-07-29";"10072.5";"0";
"AR RP CERTIFICACAO DIGITAL EIRELI";"Secretaria de Meio Ambiente";"045232021";"Aquisicao de certificados digitais para  atender  as necessidades  da Secretariado Meio Ambiente  SEMAM.";"2021-07-30";"2022-07-29";"2021-07-30";"141.84";"0";
"V. T. A. MACHADO DE ARRUDA EIRELI";"Secretaria de Desenvolvimento Social";"045212021";"Aquisicao de materiais descartaveis para atender as necessidades da Secretaria de Desenvolvimento Social - SEDES.";"2021-07-31";"2021-12-31";"2021-07-29";"81447.5";"0";
"AR RP CERTIFICACAO DIGITAL EIRELI";"Coordenadoria Municipal de Protecao e Defesa Civil";"045152021";"Aquisicao   de   certificados   digitais   para   atender   as   necessidades   da Coordenadoria Municipal de Protecao e Defesa Civil  COMPDEC.";"2021-07-29";"2022-07-28";"2021-07-29";"851.04";"0";
"AR RP CERTIFICACAO DIGITAL EIRELI";"Secretaria de Planejamento";"045132021";"Aquisicao de certificados digitais para atender as necessidades da Secretaria de Planejamento - SEPLAN.";"2021-07-30";"2022-07-29";"2021-07-30";"2724.0";"0";
"AR RP CERTIFICACAO DIGITAL EIRELI";"Secretaria de Educacao";"045122021";"Aquisicao de certificados digitais para atender as necessidades da Secretaria de Educacao e Cultura - SEDEC.";"2021-07-27";"2022-07-26";"2021-07-27";"1063.8";"0";
"HORIZONTE COMERCIO EIRELI";"Instituto Candida Vargas";"045112021";"Aquisio de gneros de alimentao para atender as necessidades do Instituto Cndida Vargas  ICV.";"2021-07-31";"2021-12-31";"2021-07-28";"142617.0";"0";
"DISTRIBUIDORA FF ALIMENTOS";"Instituto Candida Vargas";"045102021";"Aquisio de gneros de alimentao para atender as necessidades do Instituto Cndida Vargas  ICV.";"2021-07-31";"2021-12-31";"2021-07-29";"311224.95";"0";
"Raimundo Aldemar Fonseca Pires";"Instituto Candida Vargas";"045092021";"Aquisio de gneros de alimentao para atender as necessidades do Instituto Cndida Vargas  ICV.";"2021-07-31";"2021-12-31";"2021-07-28";"17263.92";"0";
"MEGA MASTER COMERCIAL DE ALIMENTOS EIRELI,";"Instituto Candida Vargas";"045082021";"Aquisio de gneros de alimentao para atender as necessidades do Instituto Cndida Vargas  ICV";"2021-07-31";"2021-12-31";"2021-07-27";"14694.15";"0";
"COREPLAN GESTAO TECNOLOGIA E SERVICOS LTDA";"Procuradoria Geral do Municipio";"045072021";"Contratacao  de  servicos  tecnicos  especializados  para  licenciamento  de  uso mensal e sustentacao implantacao suporte e manutencao de sistema automatizado com inteligncia   artificial   para   gestao   da   execucao   fiscal   cobranca   extrajudicial   e contencioso judicial para atender as necessidades da Procuradoria Geral do Municipio- PROGEM.";"2021-07-29";"2022-07-28";"2021-07-29";"573000.0";"0";
"AR RP CERTIFICACAO DIGITAL EIRELI";"Secretaria de Desenvolvimento Economico e Trabalho";"045042021";"Aquisicao de certificados digitais para  atender  as necessidades  da Secretariado Trabalho Producao e Renda  SETRAB";"2021-07-30";"2022-07-29";"2021-07-30";"70.92";"0";
"PANIFICADORA VASCONCELOS LTDA";"Instituto Candida Vargas";"045012021";"Aquisio de gneros de alimentao para atender as necessidades do Instituto Cndida Vargas  ICV.";"2021-07-31";"2021-12-31";"2021-07-28";"49082.45";"0";
"JAC COMERCIO DE PRODUTOS EIRELI";"Instituto Candida Vargas";"044982021";"Aquisio de gneros de alimentao para atender as necessidades do Instituto Cndida Vargas  ICV";"2021-07-31";"2021-12-31";"2021-07-28";"11544.2";"0";
"MV SOLUCOES INTEGRADAS LTDA";"Secretaria de Administracao";"044792021";"Aquisicao  de  papel  adesivo  para  confeccao  de  etiquetas  (visitantes),  para atender as necessidades da Secretaria de Administracao - SEAD.";"2021-07-31";"2021-12-31";"2021-07-27";"905.4";"0";
"VIXBOT SOLUCOES EM INFORMATICA LTDA - EPP ";"Secretaria de Gestao Governamental e Chefia de Gabinete do Prefeito";"044752021";"Aquisicao   de   equipamento   de   informatica   permanente,   para   atender   as necessidades da Secretaria de Gestao Governamental - SEGGOV.";"2021-07-31";"2021-12-31";"2021-07-29";"431.0";"0";
"VENTISOL DA AMAZONIA INDUSTRIA DE APARELHOS ELETRI";"Secretaria de Juventude, Esporte e Recreacao";"044702021";"Aquisicao de material permanente, para atender as necessidades da Secretaria de Juventude Esporte e Recreacao - SEJER";"2021-07-31";"2021-12-31";"2021-07-28";"4026.0";"0";
"R LASSI COMERCIO E SERVICOS EIRELI";"Secretaria de Direitos Humanos e Cidadania";"04402021";"Aquisicao   de   material   permanente,   para   atender   as   necessidades   da Secretaria de Direitos Humanos e Cidadania - SEDHUC";"2021-07-31";"2021-12-31";"2021-07-28";"64475.0";"0";
"MARIA DAS GRACAS MEDEIROS";"Secretaria de Desenvolvimento Urbano";"042122021";"Locacao   de   imovel   nao   residencial,   destinado   ao   funcionamento   da coordenacao do parque da lagoa/SEDURB";"2021-07-26";"2026-07-25";"2021-07-26";"270000.0";"0";
"AR RP CERTIFICACAO DIGITAL EIRELI";"Secretaria de Seguranca Urbana e Cidadania";"045172021";"Aquisicao de certificados digitais para atender as necessidades da Secretaria de Seguranca Urbana e Cidadania - SEMUSB";"2021-07-30";"2022-07-29";"2021-07-30";"283.68";"0";
"AR RP CERTIFICACAO DIGITAL EIRELI";"Secretaria de Habitacao Social";"045142021";"Aquisicao de certificados digitais para  atender  as necessidades  da Secretaria Municipal de Habitacao Social - SEMHAB.";"2021-07-30";"2022-07-29";"2021-07-30";"354.6";"0";
"MEDVIDA DISTRIBUIDORA DE MEDICAMENTOS HOSPITALAR E";"Instituto Candida Vargas";"232982021";"AQUISICAO DE CNULAS SONDAS E INSUMOS";"";"2021-12-31";"2021-08-04";"5120.0";"0";
"MJ COMERCIO DE ARTIGOS MEDICOS E ORTOPEDICOS LTDA";"Secretaria Municipal de Saude";"106022021";"AQUISICAO EMERGENCIAL DE SERINGAS, COLETOR PERFUROCORTANTE E COBERTUTA PARA OBITO, PARA ENFRENTAMENTO DA PANDEMIA DO CORONAVIRUS COVID-19 DA REDE HOSPITALAR E PRE-HOSPITALAR DA SECREARIA MUNICIPAL DE SAUDE.";"2021-08-07";"2022-02-05";"2021-08-06";"446788.4";"0";
"FARDAMAIS COMERCIO VAREJISTA DE CONFECCOES E SERVICOS DE ESTAMPARIA EIRELI";"Autarquia Especial Municipal de Limpeza Urbana";"0282021";"COLETES PARA FARDAMENTO E IDENTIFICACAO DOS FUNCIONARIOS DA FISCALIZACAO";"2021-07-30";"2021-10-30";"2021-07-30";"5826.0";"0";
"HOSPMED COMERCIO EIRELI";"Instituto Candida Vargas";"232912021";"AQUISICAO DE MATERIAL MEDICO HOSPITALAR PADRONIZADOS";"";"2021-12-31";"2021-08-03";"20000.0";"0";
"DENTAL UNIVERSO EIRELI - EPP";"Secretaria Municipal de Saude";"105812021";"SISTEMA DE REGISTRO DE PRECOS PARA A AQUISICAO DE INSUMOS ODONTOLOGICOS PARA ATENDER A REDE MUNICIPAL DE SAUDE.";"2021-08-10";"2021-12-31";"2021-08-09";"88747.78";"0";
"SUPERFIO COMERCIO DE PRODUTOS MEDICOS E HOSPITALAR";"Instituto Candida Vargas";"232962021";"AQUISICAO DE INSUMOS PARA CME E RADIOLOGIA";"";"2021-12-31";"2021-08-06";"26457.0";"0";
"CIRURGICA MONTEBELLO LTDA";"Instituto Candida Vargas";"232972021";"AQUISICAO DE MATERIAL MEDICO HOSPITALAR PADRONIZADOS";"";"2021-12-31";"2021-08-06";"5760.0";"0";
"SUPERFIO COMERCIO DE PRODUTOS MEDICOS E HOSPITALAR";"Instituto Candida Vargas";"232992021";"AQUISICAO DE MATERIAL MEDICO HOSPITALAR - LUVAS LATEX E SILICONE";"";"2021-12-31";"2021-08-06";"1389.88";"0";
"MODERNA HOSPITALAR COMERCIO DE MATERIAIS MEDICOS E ORTOPEDICOS LTDA";"Secretaria Municipal de Saude";"106402021";"SISTEMA DE REGISTRO DE PRECOS PARA A AQUISICAO DE MATERIAL MEDICO HOSPITALAR GERAL.";"2021-08-05";"2021-12-31";"2021-08-04";"368505.0";"0";
"MEGAMED COMERCIO LTDA";"Instituto Candida Vargas";"232882021";"AQUISICAO DE MATERIAL MEDICO HOSPITALAR PADRONIZADOS";"";"2021-12-31";"2021-08-05";"1350.0";"0";
"PULMOCARDIO PRONTO SOCORRO DO CORACAO E PULMAO LTDA";"Secretaria Municipal de Saude";"106692021";"CREDENCIAMENTO DE ENTIDADES PARA CONTRATACAO DE PRESTACAO DE SERVICOS EM PROCEDIMENTOS DE CARDIOLOGIA A FIM DE ATENDER AS NECESSIDADES DA POPULACAO DE JOAO PESSOA E DOS MUNICIPIOS PACTUADOS.";"2021-08-11";"2021-12-31";"2021-08-10";"430386.0";"0";
"MS HOSPITALAR EIRELI - ME";"Secretaria Municipal de Saude";"106132021";"SISTEMA DE REGISTRO DE PRECOS PARA A AQUISICAO DE MEDICAMENTOS DA REDE HOSPITALAR E ESPECIALIZADA";"2021-08-11";"2021-12-31";"2021-08-10";"123110.0";"0";
